21:48:09,22:01:05,204.139.8.2,iPhone,wjoqinl8tzylz8au28fumf47i01wift68wg3f77lpzmf8vhcyrxkeeztn3p2
10:46:24,17:34:46,204.139.8.2,iPhone,wjoqinl8tzylz8au28fumf47i01wift68wg3f77lpzmf8vhcyrxkeeztn3p2
10:56:17,20:40:12,204.139.8.2,iPhone,wjoqinl8tzylz8au28fumf47i01wift68wg3f77lpzmf8vhcyrxkeeztn3p2
15:30:00,20:16:05,117.36.208.30,iPhone,wjoqinl8tzylz8au28fumf47i01wift68wg3f77lpzmf8vhcyrxkeeztn3p2
08:43:56,20:49:24,204.139.8.2,iPhone,wjoqinl8tzylz8au28fumf47i01wift68wg3f77lpzmf8vhcyrxkeeztn3p2
04:20:36,04:53:28,204.139.8.2,iPhone,wjoqinl8tzylz8au28fumf47i01wift68wg3f77lpzmf8vhcyrxkeeztn3p2
04:17:03,08:04:06,32.221.16.231,iPhone,wjoqinl8tzylz8au28fumf47i01wift68wg3f77lpzmf8vhcyrxkeeztn3p2
01:33:09,14:49:04,117.36.208.30,iPhone,wjoqinl8tzylz8au28fumf47i01wift68wg3f77lpzmf8vhcyrxkeeztn3p2
11:39:36,21:42:28,117.36.208.30,iPhone,wjoqinl8tzylz8au28fumf47i01wift68wg3f77lpzmf8vhcyrxkeeztn3p2
03:39:09,04:11:09,204.139.8.2,iPhone,wjoqinl8tzylz8au28fumf47i01wift68wg3f77lpzmf8vhcyrxkeeztn3p2
